name	score	station	tel	address	latitude	longitude	open_time	closed_days	sheets	url	icon_url	x	delegate1	delegate2	geometry
ラーメンショップ 椿 （つばき）	3.51	武蔵小金井駅	非公開	東京都小金井市貫井北町3-33-11	35.71253242745768	139.49677914838568	[月～金]9:00～23:30[土・日・祝]9:00～24:30	年中無休	24席 （部屋が２つに別れている。右の部屋は11時から。）	https://tabelog.com/tokyo/A1325/A132501/13018467/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119392/119392863.jpg?token=253286c&api=v2	1	1	0	POINT (139.4967791483857 35.71253242745768)
白河中華そば 孫市 （まごいち）	3.51	国立駅	042-502-7051	東京都国分寺市日吉町3-31-2	35.70180369340105	139.4558488749444	11:30～15:0018:00～21:00	水曜日	23席 （テーブル席18席，カウンター5席）	https://tabelog.com/tokyo/A1325/A132502/13016224/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113338/113338860.jpg?token=df40fae&api=v2	1	1	0	POINT (139.4558488749444 35.70180369340105)
丸信中華そば	3.51	谷保駅	042-572-0244	東京都国立市富士見台1-16-16	35.681667577228254	139.44736026922573	11:00～15:0017:00～21:00	毎週水曜日	21席 （奥に座敷らしき場所もありました。）	https://tabelog.com/tokyo/A1325/A132503/13091589/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119724/119724867.jpg?token=679e0e6&api=v2	1	1	1	POINT (139.4473602692257 35.68166757722825)
麺 鶴亀屋 （めん つるかめや）	3.48	武蔵小金井駅	042-387-5580	東京都小金井市本町5-13-6	35.7025472862109	139.50706264296556	［平日、土曜・日曜・祝日]　11：00～翌1：30ラストオーダー	無休	19席 （カウンター7席、4人掛けテーブル席×3。）	https://tabelog.com/tokyo/A1325/A132501/13024413/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/56692/56692023.jpg?token=d7ee775&api=v2	1	0	0	POINT (139.5070626429656 35.7025472862109)
にんにくや	3.48	新小金井駅	非公開	東京都小金井市東町4-34-5	35.697705852997814	139.52258685436314	19:00～翌3:00	日曜・祝日		https://tabelog.com/tokyo/A1325/A132501/13021075/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/94468/94468540.jpg?token=c53e28c&api=v2	1	1	0	POINT (139.5225868543631 35.69770585299781)
中華そば 獅子亭	3.48	武蔵小金井駅	不明の為情報お待ちしております	東京都小金井市前原町3-18-19	35.695464959231856	139.5054050511561	11:30～15:0018:00～24:00	火曜日	7席	https://tabelog.com/tokyo/A1325/A132501/13226512/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113205/113205072.jpg?token=b253eff&api=v2	1	1	0	POINT (139.5054050511561 35.69546495923186)
がんま	3.47	東小金井駅	042-301-1888	東京都小金井市梶野町5-6-12	35.70330469005342	139.5220983038277	［昼］11:30～15:00［夜］17:30～22:00	日曜日	25席 （カウンター9席、テーブル16席　）	https://tabelog.com/tokyo/A1325/A132501/13140095/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116375/116375755.jpg?token=fd93192&api=v2	1	0	0	POINT (139.5220983038277 35.70330469005342)
春秋庵 （シュンジュウアン）	3.47	武蔵小金井駅	非公開	東京都小金井市貫井南町2-7-10	35.69370196536399	139.49814101338288	[木～月]11:00 - 14:30、17:30 - 22:00[火]11:00 - 14:30[水]定休日	火曜夜、水曜終日	8席 （全てがカウンター席）	https://tabelog.com/tokyo/A1325/A132501/13187789/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/116925/116925849.jpg?token=b2e18a0&api=v2	1	1	0	POINT (139.4981410133829 35.69370196536399)
大勝軒 小金井 （たいしょうけん）	3.46	武蔵小金井駅	050-5597-6387	東京都小金井市貫井南町2-16-12	35.69690744615989	139.49758702291666	【全日】11:00～21:00	無休	74席 （テーブル席(4名×8卓)、カウンター(12席×1卓)、座敷(6名×5卓)）	https://tabelog.com/tokyo/A1325/A132501/13016153/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/112522/112522270.jpg?token=6d324a9&api=v2	1	1	0	POINT (139.4975870229167 35.69690744615989)
武蔵家 東小金井店	3.45	東小金井駅	042-383-5052	東京都小金井市東町4-43-6 レオネクスト東小金井 1F	35.70035865869893	139.52452712664376	11:00～翌1:00		15席 （カウンター7席、テーブル8席(全2箇所、子供可)）	https://tabelog.com/tokyo/A1325/A132501/13178690/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118815/118815244.jpg?token=72b3ad1&api=v2	1	0	0	POINT (139.5245271266438 35.70035865869893)
なっくる	3.45	国立駅	042-574-5156	東京都国分寺市光町1-37-18	35.70269893860042	139.44630098482597	[月～金] 11:30～15:00 17:00～22:00 [土] 11:30～21:00	日曜日	21席 （カウンター7席＋6席、4人卓×2）	https://tabelog.com/tokyo/A1325/A132503/13148902/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115352/115352800.jpg?token=d471bea&api=v2	1	1	0	POINT (139.446300984826 35.70269893860042)
嵐屋 （あらしや）	3.44	武蔵小金井駅	042-385-6577	東京都小金井市本町5-18-13	35.70289779108863	139.5061804334284	平日　11:30-24:00土曜　11:30-22:00祝日　11:30-22:00	日曜日	18席 （テーブル席のみ。）	https://tabelog.com/tokyo/A1325/A132501/13063472/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/101154/101154737.jpg?token=9ad0432&api=v2	1	0	0	POINT (139.5061804334284 35.70289779108863)
串あげ ムタヒロ 4号店	3.44	国分寺駅	042-301-1944	東京都国分寺市南町3-15-9 寿コーポA号 1F	35.69887193340578	139.48026142691305	【月～金】17：00～翌01：00 L.O 24:30【土・日・祝】昼12：00～翌01:00 Ｌ.O 24:30（日曜日は23：00閉店）	定休日なし	20席	https://tabelog.com/tokyo/A1325/A132502/13169370/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/33332/33332344.jpg?token=0023855&api=v2	1	0	0	POINT (139.480261426913 35.69887193340578)
ボンサイ 国分寺店	3.41	国分寺駅	042-316-8190	東京都国分寺市本町3-5-17	35.70111085605298	139.4800013454283	11:00-23:00(L.O.22:45)	無休	11席	https://tabelog.com/tokyo/A1325/A132502/13194708/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/50384/50384721.jpg?token=6a0ff42&api=v2	1	0	0	POINT (139.4800013454283 35.70111085605298)
名物 スタ丼 サッポロラーメン 国立本店	3.37	国立駅	042-575-9590	東京都国立市西2-10-4	35.69423252067318	139.43776489207468	11:00～23:30	水曜日定休		https://tabelog.com/tokyo/A1325/A132503/13022666/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118010/118010060.jpg?token=9a0819f&api=v2	1	1	1	POINT (139.4377648920747 35.69423252067318)
淡淡	3.36	国分寺駅	042-324-2862	東京都国分寺市本町2-4-5 千成ホテル 1F	35.7006046386136	139.48346088477848	11:00～22:00中休みあり	日曜		https://tabelog.com/tokyo/A1325/A132502/13045406/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117248/117248492.jpg?token=7664967&api=v2	1	0	0	POINT (139.4834608847785 35.7006046386136)
中華そば 初代 修 （ちゅうかそば しょだい のぶ）	3.34	国立駅	042-507-7945	東京都国立市中1-14-45	35.696722893744386	139.4425674341183	[月～金]11:30～14:3018:00～21:00[土・日・祝]11:30～15:00	不定休		https://tabelog.com/tokyo/A1325/A132503/13194134/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/104536/104536004.jpg?token=1d5634f&api=v2	1	1	0	POINT (139.4425674341183 35.69672289374439)
カツミ軒	3.33	谷保駅	042-576-3708	東京都国立市富士見台1-10-1	35.68306834924352	139.44876951438295	11：00～15：0017：00～21：00※出前受付10:30～	日曜日	12席 （カウンター8席　テラス4人（テーブル1つ））	https://tabelog.com/tokyo/A1325/A132503/13066345/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117833/117833406.jpg?token=aa51151&api=v2	1	0	0	POINT (139.4487695143829 35.68306834924352)
焼き処 串まる	3.33	東小金井駅	050-5590-0510	東京都小金井市東町4-31-18	35.69961451588221	139.52481145421706	18:00～24:00（L.O.23:30）	日曜日	28席 （テーブル席、カウンター席あり）	https://tabelog.com/tokyo/A1325/A132501/13119708/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/44870/44870440.jpg?token=0f0acda&api=v2	1	0	0	POINT (139.5248114542171 35.69961451588221)
担担麺 紅麗	3.33	国分寺駅	050-5456-1194	東京都国分寺市本町2-12-5 カワシマビル 1F	35.70227797178769	139.48105176001087	11：30～15：0018：00～23：00(22:30L.O)	火曜日	21席 （カウンター13席、テーブル8席）	https://tabelog.com/tokyo/A1325/A132502/13239175/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117200/117200793.jpg?token=263899a&api=v2	1	0	0	POINT (139.4810517600109 35.70227797178769)
和福	3.31	国分寺駅	042-323-1915	東京都国分寺市南町3-13-9	35.698050238614016	139.47966558475503	11:30～14:3017:00～21:30	月曜日	9席	https://tabelog.com/tokyo/A1325/A132502/13151980/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/113423/113423678.jpg?token=de22229&api=v2	1	0	0	POINT (139.479665584755 35.69805023861402)
英福	3.31	矢川駅	042-577-3998	東京都国立市富士見台4-12-10	35.68581163942682	139.43116499457443	[月～金]11:00～15:00　17:00～21:30[土曜]11:00〜21:00	日曜日、年末年始、夏季休業	38席 （テーブル席12、カウンター6、座敷席20）	https://tabelog.com/tokyo/A1325/A132503/13078325/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/109597/109597192.jpg?token=2a4f224&api=v2	1	1	1	POINT (139.4311649945744 35.68581163942682)
中華そば しば田	4.09	仙川駅	080-4001-0233	東京都調布市若葉町2-25-20	35.65636311605592	139.5898178965537	［月～土］11:00～15:0017:30～21:00※2019 11/17より定休日月曜日→日曜日に変更。	日曜日	8席	https://tabelog.com/tokyo/A1326/A132601/13162681/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111119/111119398.jpg?token=b61fde9&api=v2	1	1	1	POINT (139.5898178965537 35.65636311605592)
柴崎亭	3.83	つつじケ丘駅	非公開	東京都調布市西つつじヶ丘3-25-52	35.657571595580094	139.57378195047454	[月～金]昼 11:00～14:00 (LO 13:45)夜 18:00～23:30 (LO 23:15)[土・日・祝]11:00～21:30 (LO 21:15)※2016年5月より営業時間が変更になりました	なし	10席 （カウンター10席）	https://tabelog.com/tokyo/A1326/A132601/13135162/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/53375/53375352.jpg?token=a977f0a&api=v2	1	1	1	POINT (139.5737819504745 35.65757159558009)
中華そば ふくみみ	3.78	分倍河原駅	042-360-8786	東京都府中市美好町1-19-6 伊藤コーポ 1F	35.67355806886371	139.469770963641	11:30～14:30※売り切れ時終了の場合有り	日曜、月曜 （2018年8月・9月の定休日は土曜・日曜）	11席 （カウンター11席）	https://tabelog.com/tokyo/A1326/A132602/13016486/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99007/99007657.jpg?token=dae65b3&api=v2	1	1	1	POINT (139.469770963641 35.67355806886371)
自家製麺つけそば 九六	3.71	和泉多摩川駅	03-3480-5877	東京都狛江市東和泉3-7-9	35.625487825296005	139.57494055367013	[火～土]11:30～15:1517:30～20:30[日]11:30～15:15※終日スープ又は麺が売り切れ次第終了	月曜・第一、三日曜	10席 （カウンター4席、テーブル2席＋4席（店主確認によると基本的に計10席とのこと））	https://tabelog.com/tokyo/A1326/A132603/13129898/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119435/119435990.jpg?token=595d251&api=v2	1	1	1	POINT (139.5749405536701 35.62548782529601)
いつみ屋 （いつみや）	3.69	府中本町駅	042-336-2669	東京都府中市本町1-7-2	35.667961292146224	139.47690701756713	[月～金]11:15～15:0017:00～19:45ごろ（注意：現在昼のみの営業です） [土・日・祝]11:15～15:0016:30～19:15ごろ（注意：現在昼のみの営業です）	火曜と水曜	9席 （カウンター9席）	https://tabelog.com/tokyo/A1326/A132602/13022027/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117843/117843606.jpg?token=30c9d3b&api=v2	1	1	0	POINT (139.4769070175671 35.66796129214622)
中華そば いしかわや	3.68	国領駅	不明の為情報お待ちしております	東京都調布市国領町4-8-1	35.64947328818961	139.5574828436412	[月～土]11:00～23:00[日・祝]11:00～22:00	当面無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132601/13224781/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119394/119394616.jpg?token=72ad770&api=v2	1	1	1	POINT (139.5574828436412 35.64947328818961)
ラーメン英二	3.68	北府中駅	非公開	東京都府中市晴見町3-1	35.682225357331255	139.47892924843305	月曜〜金曜11:30〜14:30 17:30〜20:30材料切れ終了あり土曜・祝日 不定休（Twitterで告知されます） @ra_meneiji	日曜日	10席	https://tabelog.com/tokyo/A1326/A132602/13164704/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/99006/99006453.jpg?token=b52750a&api=v2	1	1	1	POINT (139.478929248433 35.68222535733126)
たけちゃんにぼしらーめん 調布店	3.65	調布駅	042-441-2740	東京都調布市布田1-47-1 辰巳ビル 1F	35.65209474194084	139.545443167283	［月〜土］11:30～23:30(L.O.23:15)［日］11:30〜21:30(L.O.21:15頃)	無休	32席 （テーブル6席、カウンター16席）	https://tabelog.com/tokyo/A1326/A132601/13005969/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/114963/114963205.jpg?token=a4430ba&api=v2	1	1	1	POINT (139.545443167283 35.65209474194084)
中華そば　ひびき （チュウカソバ ヒビキ）	3.65	北府中駅	非公開	東京都府中市新町1-58-5	35.68540880022295	139.4887924493907	11:30～15:00材料無くなり次第終了	火曜日	10席 （カウンター10席(他に子供用椅子１脚あり)）	https://tabelog.com/tokyo/A1326/A132602/13117530/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/73671/73671578.jpg?token=b5b89f9&api=v2	1	1	1	POINT (139.4887924493907 35.68540880022295)
ラーメン二郎 府中店 （らーめんじろう）	3.64	府中駅	非公開	東京都府中市宮西町1-15-5 関野屋ビル　１Ｆ	35.6719630931951	139.47729985624727	[月～金]17:00～23:00(L.O.22:30)（開店時間変更時は店頭に張り紙が掲示される）	土曜日、日曜日、祝日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132602/13022272/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/109162/109162122.jpg?token=e18fa0b&api=v2	1	1	0	POINT (139.4772998562473 35.6719630931951)
ラーメン二郎 仙川店 （らーめんじろう）	3.61	仙川駅	03-3326-0311	東京都調布市仙川町1-10-17	35.66178826537475	139.58387897333023	[月～土]17:30～21:30	日曜・祝日	12席 （カウンター席のみ）	https://tabelog.com/tokyo/A1326/A132601/13000699/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111231/111231694.jpg?token=b89ce5f&api=v2	1	1	0	POINT (139.5838789733302 35.66178826537475)
魔女のカレー （マジョノカレー）	3.59	仙川駅	090-4370-6947	東京都調布市仙川町1-10-20	35.66181465329449	139.5839850744147	火曜～日曜11:30〜15:0017:00〜翌1:00	月曜日　仕入れ状況によっては不定休	7席 （カウンター7席）	https://tabelog.com/tokyo/A1326/A132601/13006586/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/566/566620.jpg?token=c7b2c68&api=v2	1	0	0	POINT (139.5839850744147 35.66181465329449)
熊王ラーメン （くまおうらーめん）	3.58	国領駅	042-486-2463	東京都調布市国領町1-44-58	35.64994462514026	139.55739560696284	2018年12月より11:00～翌1:00	火曜日	11席 （カウンター11席）	https://tabelog.com/tokyo/A1326/A132601/13005976/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111762/111762695.jpg?token=7b455a2&api=v2	1	0	0	POINT (139.5573956069628 35.64994462514026)
麺創研 紅 （くれない）	3.57	府中駅	042-361-7792	東京都府中市宮町1-100	35.671976463465036	139.47949633988063	11:00～22:30(L.O)	年末年始、夏季、その他研修休業アリ	23席 （カウンター15席、テーブル8席）	https://tabelog.com/tokyo/A1326/A132602/13114072/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/33666/33666288.jpg?token=9e675b4&api=v2	1	0	0	POINT (139.4794963398806 35.67197646346504)
中華そば とんび	3.55	府中駅	050-5890-6188	東京都府中市府中町1-5-6 高橋ビル　１Ｆ	35.672081364793904	139.48163587225116	[月～土]11:30～25:00[日・祝] 11:30～24:00	なし	7席	https://tabelog.com/tokyo/A1326/A132602/13021862/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/25396/25396301.jpg?token=62e49a7&api=v2	1	0	0	POINT (139.4816358722512 35.6720813647939)
支那そば めでた屋 （しなそばめでたや）	3.50	仙川駅	03-3307-3709	東京都調布市仙川町1-25-2 仙川アヴェニュー　１０１	35.660686783098285	139.5876903741747	11:30～21:00	火曜日（祝日の場合は翌日）	18席	https://tabelog.com/tokyo/A1326/A132601/13006585/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111522/111522011.jpg?token=f26b336&api=v2	1	1	0	POINT (139.5876903741747 35.66068678309828)
やすのたまぞう	3.50	北府中駅	042-354-3828	東京都府中市晴見町3-7-2	35.68346856410812	139.47929666068	11:30～22:00			https://tabelog.com/tokyo/A1326/A132602/13194400/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/115864/115864612.jpg?token=d2cbad9&api=v2	1	0	0	POINT (139.47929666068 35.68346856410812)
狸小路 （たぬきこうじ）	3.48	喜多見駅	03-3489-7814	東京都狛江市岩戸南1-3-6	35.632433356702215	139.58428334685613	[月～土] 17:30～翌１:00 [日・祝] 17:30～翌１:00ご主人に伺ったところ最近は大体25時、遅くとも25時半には閉店しているそうです。	水曜日 第1・3火曜日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132603/13007451/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/100833/100833821.jpg?token=63e0339&api=v2	1	1	1	POINT (139.5842833468561 35.63243335670222)
武蔵家 国領店	3.47	国領駅	042-480-2366	東京都調布市国領町4-9-6 富山ビル1F	35.649239992230136	139.55819390643998	[月～日]11:00～翌1:00	無休(年末年始を除く)	9席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132601/13136784/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/110984/110984402.jpg?token=47726cd&api=v2	1	0	0	POINT (139.55819390644 35.64923999223014)
荒節中華にはらい	3.47	府中本町駅	042-319-0008	東京都府中市本町1-9-41	35.668007679285274	139.47709088904978	平日/土曜11:30～15:0017:30～22:00日曜11:00～18:00	月曜日（祝営業翌火曜休）	6席 （カウンター６席）	https://tabelog.com/tokyo/A1326/A132602/13234402/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/107737/107737771.jpg?token=f03153d&api=v2	1	0	0	POINT (139.4770908890498 35.66800767928527)
らいおん 府中本店	3.46	府中駅	042-360-0502	東京都府中市宮町1-50 くるる	35.67121684983113	139.48106152264367	11:00～23:00(ラストオーダー22:50)	年末年始	24席	https://tabelog.com/tokyo/A1326/A132602/13005954/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/117469/117469035.jpg?token=e1fb2e8&api=v2	1	0	0	POINT (139.4810615226437 35.67121684983113)
横浜らーめん 若武者	3.45	分倍河原駅	042-334-5210	東京都府中市片町2-20-13	35.66899021136491	139.46904123455738	[月～日]11:00～翌1:00	無休	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132602/13191542/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118339/118339429.jpg?token=6fcc6e5&api=v2	1	1	0	POINT (139.4690412345574 35.66899021136491)
中華そば 青葉 府中店	3.44	府中本町駅	042-360-6848	東京都府中市本町1-3-8	35.66834657399354	139.47690981993088	　11時～23時（売切まで）　	定休日なし	16席 （カウンター席のみ）	https://tabelog.com/tokyo/A1326/A132602/13055195/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/10194/10194549.jpg?token=cd7cb3a&api=v2	1	0	0	POINT (139.4769098199309 35.66834657399354)
味功	3.44	国領駅	042-498-6936	東京都調布市国領町2-3-6	35.650681348329336	139.55712020750195	11:00～14:0018:00～23:00 (Close)どうぞ宜しくお願い申し上げます。	毎週月曜日+第１・第３火曜日（定休日が祝日の場合営業し、翌日休みです。）	15席 （カウンター８席、テーブル7席）	https://tabelog.com/tokyo/A1326/A132601/13022636/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/68761/68761629.jpg?token=115f132&api=v2	1	0	0	POINT (139.557120207502 35.65068134832934)
らーめんHAGGY （ハギー）	3.43	柴崎駅	042-427-1928	東京都調布市菊野台1-17-29	35.65522987733833	139.56748756852286	【火〜土】11:30～15:0018:00～23:00【日】11:30～15:30【定休日】月曜　	月曜日	8席	https://tabelog.com/tokyo/A1326/A132601/13108371/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/100261/100261661.jpg?token=bfc5ff6&api=v2	1	1	0	POINT (139.5674875685229 35.65522987733833)
蘭	3.43	中河原駅	042-368-1622	東京都府中市分梅町4-27-10	35.66467050238688	139.45937778043793	11：00～14：0017：00～20：00	月曜日	14席 （カウンター8席、テーブル6席）	https://tabelog.com/tokyo/A1326/A132602/13063395/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/65538/65538006.jpg?token=6bde34e&api=v2	1	1	1	POINT (139.4593777804379 35.66467050238688)
ぼっけもん	3.42	狛江駅	03-3430-6143	東京都狛江市東和泉1-21-9 ロータス狛江1F	35.63157694542245	139.577757261611	[月～土]11:00～15:00 18:00～24:00　　 [祝日]11:00～15:0018:00～22:00	日曜	22席	https://tabelog.com/tokyo/A1326/A132603/13108124/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118665/118665740.jpg?token=bea0b7b&api=v2	1	1	0	POINT (139.577757261611 35.63157694542245)
ばかたれ	3.40	仙川駅	03-6321-3977	東京都調布市仙川町1-21-24	35.66045040862471	139.58706821450588	月～日11:30～23:00	月曜、水曜の16時～17時30分　休憩あり	10席 （カウンター7席、四人テーブル1）	https://tabelog.com/tokyo/A1326/A132601/13117272/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/63240/63240807.jpg?token=6a8778a&api=v2	1	0	0	POINT (139.5870682145059 35.66045040862471)
みちしるべ つつじヶ丘店	3.40	つつじケ丘駅	042-499-5622	東京都調布市西つつじヶ丘3-32-1 シャトルつつじヶ丘 1F	35.65852149277941	139.5737133013294	[月～土]11:00～25:00[日・祝]11:00～23:00	無休	11席 （カウンター×５席　２名テーブル×１席　４名テーブル×１席　※お子様椅子有り）	https://tabelog.com/tokyo/A1326/A132601/13166512/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72892/72892269.jpg?token=e869c34&api=v2	1	0	0	POINT (139.5737133013294 35.65852149277941)
秀華	3.40	柴崎駅	042-499-0227	東京都調布市菊野台2-31-36	35.65219262120296	139.567755198653	11:30～14:00(L.O.13:45)18:00～22:00	日曜日	12席	https://tabelog.com/tokyo/A1326/A132601/13066253/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/65893/65893208.jpg?token=57ec213&api=v2	1	0	0	POINT (139.567755198653 35.65219262120296)
たつみ	3.39	調布駅	042-483-9874	東京都調布市小島町1-14-2 ドミンゴ　１０１	35.654211687812726	139.54258525160898	11:30～14:30／18:00～21:30	日曜・祝日	10席 （カウンター席のみ10席）	https://tabelog.com/tokyo/A1326/A132601/13022310/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118579/118579952.jpg?token=f320222&api=v2	1	1	0	POINT (139.542585251609 35.65421168781273)
中華そば　みのや	3.38	柴崎駅	070-6653-1276	東京都調布市菊野台1-20-37	35.655340893804286	139.5676539509984	[月曜～土曜]12：00～14：0018：00～23：00[日曜・祝祭日]12：00～14：00※スープ切れ終了あり	不定休	8席 （カウンター8席）	https://tabelog.com/tokyo/A1326/A132601/13136356/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/119509/119509156.jpg?token=bd6baf1&api=v2	1	0	0	POINT (139.5676539509984 35.65534089380429)
らーめん暁 （らーめんあかつき）	3.38	是政駅	042-336-0822	東京都府中市是政5-4-34	35.65706738653309	139.48875459075822	19:00～26:00	日曜・祝日	10席 （カウンターのみ）	https://tabelog.com/tokyo/A1326/A132602/13022128/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/72920/72920554.jpg?token=34a9196&api=v2	1	1	1	POINT (139.4887545907582 35.65706738653309)
バスラーメン	3.38	柴崎駅	042-489-6822	東京都調布市深大寺東町5-26-4	35.67414671281491	139.55476915522215	[火～日]11:30～21:30 ラストオーダー15分前	月曜　但し、月曜祝日の場合は翌日の平日が休みになります。	20席	https://tabelog.com/tokyo/A1326/A132601/13010185/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/32806/32806647.jpg?token=d563af5&api=v2	1	1	1	POINT (139.5547691552221 35.67414671281491)
麺処よっちゃん	3.38	北府中駅	042-319-1096	東京都府中市幸町1-35-3 カトレアビル 1F	35.681942065598676	139.4795761521955	11:30～15:00 17:00～22:00(L.O.21:30)	日曜日　祝日	10席 （テーブル2席×2＋カウンター席6席程度）	https://tabelog.com/tokyo/A1326/A132602/13153141/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/55968/55968983.jpg?token=8fdca43&api=v2	1	0	0	POINT (139.4795761521955 35.68194206559868)
栄翔	3.37	分倍河原駅	042-366-3445	東京都府中市片町2-20-13 鶴田ビル１F	35.668985487629655	139.46892568881537	11:30～15:0017:00～25:00		52席	https://tabelog.com/tokyo/A1326/A132602/13121949/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/86107/86107790.jpg?token=961302d&api=v2	1	0	0	POINT (139.4689256888154 35.66898548762966)
ラーメン 府中家	3.37	府中駅	042-366-6162	東京都府中市府中町1-6-3 倉林ビル 1F	35.67214342481783	139.48148672244787	[火〜日]11:00～24:00	月曜日		https://tabelog.com/tokyo/A1326/A132602/13220504/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/118337/118337830.jpg?token=8ba4456&api=v2	1	0	0	POINT (139.4814867224479 35.67214342481783)
八海ラーメン （はっかいらーめん）	3.36	府中競馬正門前駅	042-361-1761	東京都府中市八幡町2-19-22	35.669608250438884	139.48778492721442	[木〜火]11:30〜14:0017:30〜23:00	水曜	8席 （カウンターのみ。）	https://tabelog.com/tokyo/A1326/A132602/13022103/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111500/111500087.jpg?token=b87527b&api=v2	1	1	0	POINT (139.4877849272144 35.66960825043888)
ラーメン 府中家 中河原店	3.36	中河原駅	不明の為情報お待ちしております	東京都府中市住吉町2-2-2	35.659402147084364	139.45753763138242	[火～日]11:00～15:00 18:00～22:00(L.O)	月曜日	16席 （カウンター8席、テーブル8席(4人×2卓)）	https://tabelog.com/tokyo/A1326/A132602/13234525/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/111024/111024970.jpg?token=ad8c579&api=v2	1	1	0	POINT (139.4575376313824 35.65940214708436)
らーめん西海 府中競馬場店 （さいかい）	3.35	府中本町駅	042-363-3141	東京都府中市日吉町1-1 東京競馬場 スタンド 2F フードコート内	35.66538415174863	139.48171312596546		競馬開催日以外		https://tabelog.com/tokyo/A1326/A132602/13055783/	https://tblg.k-img.com/resize/640x640c/restaurant/images/Rvw/108983/108983113.jpg?token=aa0d5a3&api=v2	1	1	0	POINT (139.4817131259655 35.66538415174863)
